identificador,país,mulher_casa_filhos,casa_realização,trab_homem_mulher,homem_domésticas,homem_cuidado,lavar_roupa,pequenos_reparos,doença_parentes,compras,limpeza,comida,horas_trab_dom,divisão_tar_dom,conflito_tar_dom,decisões_crianças,sobrecarga_tar_dom,stress_casa,cansaço_tar_dom,cansaço_dom_trab,concentração_trab,familia_satisfação,filhos_maiores,crianças_pequenas,idade,sexo,status_marital,anos_escolaridade,emprego_status,horas_trab,rendimento,renda_familiar,identidade_etnica
35001292,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",70,I do much more than my fair share,Never,Mostly me,Strongly agree,Strongly agree,NA,NA,NA,Fairly satisfied,1 child,1 child,57,Female,"Marr,liv as mar",3,Employed-full time,NA,210,400,"Europe,White/European"
35001293,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",50,I do much more than my fair share,Never,Mostly me,Strongly agree,Strongly agree,Several times a week,NA,NA,Very satisfied,NA,NA,54,Female,"Marr,liv as mar",3,"Housewife,home duties",NA,NA,240,"Europe,White/European"
35001300,Brazil (BR),NA,NA,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",96,NA,Never,"Mostly my spouse,partner",NA,NA,NA,NA,NA,Very satisfied,2 children,1 child,34,Male,"Marr,liv as mar",4,"Oth,not i labour force",NA,600,600,"Other,mixed origin,one-non-swedish"
35001304,Brazil (BR),Agree,Agree,Agree,Agree,Agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",48,I do much more than my fair share,Never,"Mostly my spouse,partner",Neither agree nor disagree,Neither agree nor disagree,Several times a month,Several times a month,Several times a month,Fairly satisfied,1 child,NA,59,Female,"Marr,liv as mar",1,Retired,NA,240,480,"Europe,White/European"
35001307,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Done by a third person,"Usually my spouse,partner,PL:the man",NA,"Always me,PL:the woman","Always me,PL:the woman",Done by a third person,15,I do much more than my fair share,"Less often, rarely",NA,NA,Strongly agree,Once or twice a year,Once or twice a year,Never,Very satisfied,2 children,NA,22,Female,"Marr,liv as mar",11,Employed-full time,56,200,600,"Other,mixed origin,one-non-swedish"
35001308,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",96,I do much more than my fair share,Never,"Mostly my spouse,partner",NA,NA,NA,NA,NA,Fairly satisfied,2 children,NA,41,Male,"Marr,liv as mar",2,"Oth,not i labour force",NA,600,600,"Other,mixed origin,one-non-swedish"
35001309,Brazil (BR),Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",8,I do much less than my fair share,"Less often, rarely",NA,Agree,Agree,Several times a month,NA,NA,Very satisfied,NA,2 children,24,Male,"Marr,liv as mar",7,Unemployed,NA,NA,NA,NA
35001315,Brazil (BR),Strongly agree,Strongly agree,Strongly disagree,NA,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",72,NA,Never,"Sometimes me,sometimes spouse",Agree,Strongly agree,NA,NA,NA,Very satisfied,1 child,1 child,26,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,480,480,"Other,mixed origin,one-non-swedish"
35001316,Brazil (BR),Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,I do much more than my fair share,Never,"Sometimes me,sometimes spouse",NA,NA,NA,NA,NA,Very satisfied,1 child,1 child,30,Female,"Marr,liv as mar",11,"Housewife,home duties",NA,487,487,"Europe,White/European"
35001317,Brazil (BR),Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",96,I do much less than my fair share,Never,Mostly me,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,NA,NA,63,Male,"Marr,liv as mar",1,Retired,NA,720,1500,"Europe,White/European"
35001322,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",2,I do much more than my fair share,Never,Mostly me,Strongly agree,Strongly agree,Several times a week,Several times a month,Several times a week,Very satisfied,2 children,NA,40,Male,"Marr,liv as mar",6,Employed-full time,48,600,1000,"Other,mixed origin,one-non-swedish"
35001324,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",48,I do much more than my fair share,Never,Mostly me,Strongly agree,Agree,Never,Never,Several times a week,Very satisfied,1 child,NA,37,Female,"Marr,liv as mar",7,"Housewife,home duties",NA,NA,720,"Other,mixed origin,one-non-swedish"
35001325,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman",Done by a third person,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,I do much more than my fair share,Never,Mostly me,Strongly disagree,Strongly disagree,Once or twice a year,Once or twice a year,Once or twice a year,Very satisfied,1 child,NA,41,Female,"Marr,liv as mar",1,Empl-< part-time,NA,120,NA,NA
35001326,Brazil (BR),NA,Agree,Strongly agree,Agree,Strongly agree,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",About equal o both together,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,I do a bit less than my fair share,NA,We decide together,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,2 children,NA,54,Male,"Marr,liv as mar",97,Retired,NA,240,240,"Other,mixed origin,one-non-swedish"
35001329,Brazil (BR),Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man",About equal o both together,About equal o both together,About equal o both together,About equal o both together,About equal o both together,NA,I do roughly my fair share,"Less often, rarely",We decide together,Disagree,Strongly disagree,Once or twice a year,Once or twice a year,Once or twice a year,Very satisfied,NA,NA,50,Male,"Marr,liv as mar",3,Employed-full time,NA,NA,NA,"Europe,White/European"
35001331,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Usually me,PL:the woman","Always me,PL:the woman",14,I do a bit more than my fair share,Several times a week,We decide together,Strongly agree,Strongly agree,Several times a week,Once or twice a year,Several times a week,Fairly satisfied,3 children,NA,33,Female,"Marr,liv as mar",6,Employed-full time,44,350,1000,NA
35001337,Brazil (BR),Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman",30,I do much more than my fair share,Never,Mostly me,Strongly agree,Strongly agree,Several times a month,Several times a month,Several times a month,Fairly satisfied,NA,2 children,45,Female,"Marr,liv as mar",5,Employed-full time,6,300,300,"Other,mixed origin,one-non-swedish"
35001343,Brazil (BR),Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,"Always me,PL:the woman","Always my spouse,partner,PL:the man",Done by a third person,About equal o both together,"Always me,PL:the woman","Always me,PL:the woman",28,I do roughly my fair share,Never,NA,Strongly agree,Strongly disagree,Several times a month,Never,Once or twice a year,Very satisfied,NA,NA,31,Female,"Marr,liv as mar",11,"Oth,not i labour force",NA,NA,800,"Other,mixed origin,one-non-swedish"
35001346,Brazil (BR),Agree,Agree,Strongly disagree,Agree,Agree,Done by a third person,"Always me,PL:the woman","Usually me,PL:the woman","Always me,PL:the woman",Done by a third person,Done by a third person,96,NA,Never,We decide together,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,2 children,NA,39,Male,"Marr,liv as mar",9,Employed-part time,90,3000,6700,"Other,mixed origin,one-non-swedish"
35001347,Brazil (BR),Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Done by a third person,Done by a third person,NA,About equal o both together,Done by a third person,"Always my spouse,partner,PL:the man",1,I do a bit less than my fair share,Several times a week,We decide together,Strongly agree,Strongly agree,Never,Never,Never,Very satisfied,3 children,NA,45,Male,"Marr,liv as mar",15,Employed-full time,72,NA,NA,"Other,mixed origin,one-non-swedish"
35001348,Brazil (BR),Agree,Strongly agree,Disagree,Disagree,Strongly agree,"Always my spouse,partner,PL:the man","Usually me,PL:the woman",NA,"Usually me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",10,I do roughly my fair share,Never,We decide together,Disagree,Agree,Once or twice a year,Several times a month,Once or twice a year,Fairly satisfied,1 child,NA,50,Male,"Marr,liv as mar",3,Employed-full time,96,NA,240,"Europe,White/European"
35001349,Brazil (BR),Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Usually me,PL:the woman",NA,"Always me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",56,I do roughly my fair share,Never,We decide together,Strongly agree,Strongly agree,Never,Never,Never,Fairly satisfied,2 children,1 child,30,Male,"Marr,liv as mar",8,Retired,NA,250,400,"Other,mixed origin,one-non-swedish"
35001350,Brazil (BR),Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,About equal o both together,"Usually my spouse,partner,PL:the man",NA,About equal o both together,About equal o both together,About equal o both together,64,I do roughly my fair share,Never,We decide together,Strongly disagree,Strongly agree,Never,Never,Never,Very satisfied,2 children,NA,46,Female,"Marr,liv as mar",5,"Housewife,home duties",NA,NA,200,"Europe,White/European"
35001351,Brazil (BR),Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Always my spouse,partner,PL:the man","Always me,PL:the woman",NA,About equal o both together,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",5,I do roughly my fair share,Never,"Sometimes me,sometimes spouse",Strongly disagree,Strongly agree,Never,Never,Never,Fairly satisfied,NA,NA,69,Male,"Marr,liv as mar",3,Retired,NA,410,750,"Europe,White/European"
35001352,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman","Usually me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Usually me,PL:the woman","Usually me,PL:the woman",72,I do a bit more than my fair share,Never,Mostly me,Strongly agree,Disagree,Once or twice a year,Never,Never,Fairly dissatisfied,2 children,1 child,65,Female,"Marr,liv as mar",7,Retired,NA,240,480,"Europe,White/European"
35001356,Brazil (BR),Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,"Usually me,PL:the woman","Usually my spouse,partner,PL:the man",NA,"Usually me,PL:the woman","Usually me,PL:the woman","Usually my spouse,partner,PL:the man",40,I do roughly my fair share,Never,Mostly me,Strongly agree,Strongly agree,Several times a month,Once or twice a year,Never,Fairly satisfied,1 child,NA,36,Female,"Marr,liv as mar",15,Employed-part time,20,300,1500,"Europe,White/European"
35001357,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Always me,PL:the woman",Done by a third person,NA,"Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",44,I do roughly my fair share,Never,We decide together,Strongly disagree,Agree,Never,Never,Never,Fairly satisfied,NA,1 child,66,Female,"Marr,liv as mar",5,Retired,NA,420,840,"Europe,White/European"
35001358,Brazil (BR),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,About equal o both together,"Usually my spouse,partner,PL:the man",NA,About equal o both together,NA,NA,40,I do a bit more than my fair share,Never,"Mostly my spouse,partner",Strongly agree,Strongly agree,Several times a month,Once or twice a year,Once or twice a year,Fairly satisfied,1 child,NA,47,Female,"Marr,liv as mar",3,Employed-part time,42,250,800,"Europe,White/European"
35001363,Brazil (BR),Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Usually my spouse,partner,PL:the man","Always me,PL:the woman","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",96,NA,Never,"Mostly my spouse,partner",Strongly disagree,Strongly agree,Once or twice a year,Once or twice a year,Once or twice a year,Fairly satisfied,3 children,1 child,38,Male,"Marr,liv as mar",1,Employed-full time,48,250,250,"Europe,White/European"
35001365,Brazil (BR),NA,NA,Strongly disagree,Strongly agree,Strongly agree,Done by a third person,"Always me,PL:the woman",About equal o both together,About equal o both together,Done by a third person,"Usually my spouse,partner,PL:the man",2,I do roughly my fair share,"Less often, rarely","Sometimes me,sometimes spouse",Strongly disagree,Strongly agree,Several times a month,Several times a week,Several times a month,Very satisfied,NA,1 child,35,Male,"Marr,liv as mar",11,Employed-full time,48,500,1200,"Europe,White/European"
