v1,v2,v3,COUNTRY,C_ALPHAN,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332,v333,v334,v335,v336,v337,v338,v339,v340,v341,v342,v343,v344,v345,v346,v347,v348,v349,v350,v351,v352,v353,v354,v355,v356,v357,v358,v359,v360,v361
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001860,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Stay at home,Stay at home,Stay at home,Stay at home,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Each keep own money separate,"Always my spouse,partner,PL:the man",Done by a third person,"Usually me,PL:the woman",About equal o both together,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",96,40,I do roughly my fair share,Never,We decide together,"Mostly my spouse,partner","Sometimes me,sometimes spouse",I have a higher income,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Several times a week,Once or twice a year,Never,Never,Fairly unhappy,Fairly dissatisfied,Neither satisfied nor dissatisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Worked part-time,Stayed home,NA,Stay at home,3 persons,NA,NA,3,2,No formal qualification,NA,Male,55,"Marr,liv as mar",NA,8,Lowest formal qualification,NA,NA,NA,Primary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,96,1314,Self employed,NA,NA,NA,Retired,NA,NA,700,950,3,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Less frequently,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001861,Brazil (BR),BR,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work full-time,Work full-time,Work full-time,Work full-time,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Spouse,partner manages money","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",About equal o both together,"Always my spouse,partner,PL:the man",50,40,I do a bit less than my fair share,Never,We decide together,We decide together,"Mostly my spouse,partner",Spouse has no income,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Very happy,NA,Neither satisfied nor dissatisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Work part-time,2 persons,NA,NA,2,3,No formal qualification,NA,Male,62,"Marr,liv as mar",NA,4,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,300,1300,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Sev times a year,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001863,Brazil (BR),BR,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Stay at home,Stay at home,Stay at home,Stay at home,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,"Spouse,partner manages money","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",About equal o both together,About equal o both together,About equal o both together,About equal o both together,8,84,I do a bit less than my fair share,Never,"Mostly my spouse,partner",We decide together,"Mostly my spouse,partner",Spouse has no income,Strongly disagree,NA,Strongly disagree,NA,Several times a month,Never,Never,Never,Very happy,Fairly satisfied,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,NA,Worked full-time,Worked full-time,Worked full-time,NA,Work full-time,2 persons,1 child,NA,3,1,Lowest formal qualification,NA,Male,25,"Marr,liv as mar",NA,12,"Above higher sec level,below full uni",NA,NA,NA,University incomplete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,30,4212,"Private firm, others",NA,"No,do n supervise",NA,"Housewife,home duties",NA,NA,1500,1500,3,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a week,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001864,Brazil (BR),BR,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work full-time,Work part-time,Work full-time,Work full-time,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,We pool all the money,About equal o both together,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",About equal o both together,About equal o both together,10,40,I do a bit less than my fair share,Several times a week,We decide together,We decide together,We decide together,I have much higher income,Strongly disagree,Strongly disagree,Disagree,Disagree,Several times a week,Once or twice a year,Never,Never,Very happy,Very satisfied,Fairly satisfied,No,Worked full-time,Worked full-time,Worked full-time,NA,Worked full-time,Worked full-time,Worked full-time,NA,Work full-time,2 persons,2 children,NA,4,2,Lowest formal qualification,48,Male,42,"Marr,liv as mar",NA,11,Higher secondary completed,NA,NA,NA,Secondary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,48,7233,"Private firm, others",NA,"No,do n supervise",NA,"F-t empl,main job",NA,NA,1200,1500,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Sev times a year,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001866,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work full-time,Work part-time,Work full-time,Work full-time,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,We pool all the money,"Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,About equal o both together,About equal o both together,About equal o both together,35,15,I do roughly my fair share,Several times a month,We decide together,We decide together,We decide together,Spouse has higher income,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Several times a week,Several times a week,Several times a month,Never,Very happy,Very satisfied,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,NA,NA,Worked full-time,Worked full-time,NA,NA,Work full-time,2 persons,NA,3 children,5,3,Higher secondary completed,44,Female,28,"Marr,liv as mar",NA,6,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,30,9131,NA,NA,"No,do n supervise",NA,"F-t empl,main job",Floor layers and tile setters,NA,500,1500,5,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,2 or 3 times a month,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001867,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Work full-time,Stay at home,Work part-time,Work full-time,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Each keep own money separate,"Always me,PL:the woman","Always my spouse,partner,PL:the man",About equal o both together,About equal o both together,Done by a third person,Done by a third person,20,5,I do a bit less than my fair share,Never,Mostly me,Mostly me,"Sometimes me,sometimes spouse",We have about the same income,Strongly agree,NA,Strongly agree,NA,Several times a week,Several times a week,Several times a week,Several times a week,Very happy,Very satisfied,Fairly satisfied,No,Worked full-time,Stayed home,Worked full-time,NA,Worked full-time,Worked full-time,Worked full-time,NA,Work full-time,2 persons,2 children,NA,4,2,Lowest formal qualification,60,Female,39,"Marr,liv as mar",NA,8,Lowest formal qualification,NA,NA,NA,Primary completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,60,8263,Self employed,4,NA,NA,"F-t empl,main job",Motor vehicle mechanics and fitters,NA,600,1000,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Christian Groups,Other Christian Religions,2 or 3 times a month,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Other,mixed origin,one-non-swedish",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001868,Brazil (BR),BR,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Stay at home,Stay at home,Stay at home,Stay at home,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"Spouse,partner manages money","Usually my spouse,partner,PL:the man","Always me,PL:the woman",About equal o both together,"Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man","Usually my spouse,partner,PL:the man",NA,NA,I do roughly my fair share,Never,"Sometimes me,sometimes spouse","Sometimes me,sometimes spouse","Sometimes me,sometimes spouse",I have a higher income,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Several times a week,Never,Never,Never,Very happy,Very satisfied,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Stay at home,2 persons,NA,NA,2,1,Lowest formal qualification,NA,Male,64,"Marr,liv as mar",NA,7,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,8,NA,Self employed,NA,NA,NA,"Housewife,home duties",NA,NA,1500,1500,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,NA,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001869,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Work full-time,Work part-time,Work part-time,Work part-time,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Spouse,partner manages money","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,NA,I do roughly my fair share,"Less often, rarely","Mostly my spouse,partner","Mostly my spouse,partner","Mostly my spouse,partner",I have a higher income,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Several times a week,Never,Never,Never,Very happy,Very satisfied,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Stay at home,2 persons,2 children,NA,4,2,Lowest formal qualification,NA,Male,43,"Marr,liv as mar",NA,7,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empl-< part-time,60,5220,"Private firm, others",NA,"No,do n supervise",NA,"Housewife,home duties",NA,NA,NA,NA,4,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Less frequently,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001870,Brazil (BR),BR,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,NA,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Work full-time,NA,Work full-time,Work full-time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,Done by a third person,"Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",Done by a third person,"Always me,PL:the woman",Done by a third person,NA,NA,I do roughly my fair share,"Less often, rarely","Mostly my spouse,partner",We decide together,We decide together,I have a higher income,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Several times a week,Never,Never,Never,Very happy,Very satisfied,Very satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,2 persons,NA,1 child,3,1,Lowest formal qualification,NA,Female,20,"Marr,liv as mar",NA,10,Above lowest qualification,NA,NA,NA,Incomplete secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employed-full time,60,4121,"Private firm, others",NA,"No,do n supervise",NA,"Oth,not lab force",NA,NA,370,600,3,NA,Far left etc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","Europe,White/European",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001872,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Stay at home,Stay at home,Stay at home,Stay at home,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Always my spouse,partner,PL:the man","Always me,PL:the woman","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man","Always my spouse,partner,PL:the man",NA,NA,I do roughly my fair share,"Less often, rarely","Mostly my spouse,partner","Mostly my spouse,partner","Mostly my spouse,partner",I have a higher income,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Several times a week,Never,Never,Never,Very happy,NA,Very satisfied,"Yes, she worked for pay",Worked full-time,Worked full-time,Worked full-time,Worked full-time,Stayed home,Stayed home,Stayed home,Stayed home,Stay at home,2 persons,2 children,NA,4,2,No formal qualification,NA,Male,46,"Marr,liv as mar",NA,3,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oth,not i labour force",NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,300,300,4,NA,"Center,liberal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","American Indian,Navajo,Ind.Dialect",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001873,Brazil (BR),BR,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work full-time,Stay at home,Work part-time,Work full-time,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,We pool all the money,"Always me,PL:the woman","Usually my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",10,NA,I do roughly my fair share,Never,We decide together,We decide together,We decide together,Spouse has higher income,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,NA,NA,NA,NA,Very happy,Very satisfied,Very satisfied,No,Stayed home,Stayed home,Stayed home,Stayed home,Worked full-time,Worked full-time,Worked full-time,Worked full-time,Work full-time,3 persons,NA,NA,2,1,Higher secondary completed,NA,Female,41,"Marr,liv as mar",NA,7,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Housewife,home duties",NA,NA,NA,NA,NA,NA,"F-t empl,main job",Gen.managers in wholesale+retail trade,NA,NA,NA,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","American Indian,Navajo,Ind.Dialect",NA,1
GESIS Data Archive Study Number,1.1.0 (2013-03-04),35001874,Brazil (BR),BR,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Work full-time,Stay at home,Work part-time,Work full-time,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I manage all the money,"Always me,PL:the woman","Always my spouse,partner,PL:the man","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman","Always me,PL:the woman",NA,NA,I do roughly my fair share,"Less often, rarely","Sometimes me,sometimes spouse","Sometimes me,sometimes spouse","Sometimes me,sometimes spouse",I have no income,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,NA,NA,NA,NA,Very happy,NA,Very satisfied,No,Worked full-time,Worked full-time,Worked full-time,Worked full-time,NA,NA,NA,NA,Work full-time,2 persons,NA,NA,2,1,Higher secondary completed,18,Female,32,"Marr,liv as mar",NA,7,No formal qualification,NA,NA,NA,Incomplete primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oth,not i labour force",NA,NA,NA,NA,NA,NA,"F-t empl,main job","Doorkeepers,watchpersons",NA,NA,NA,2,NA,"No party,no preference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roman Catholic,Roman Catholic,Once a week,NA,NA,NA,NA,South East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urban,a big city","American Indian,Navajo,Ind.Dialect",NA,1
